20200001,2020,Spring
20200002,2020,Spring
20200003,2020,Spring
20200004,2020,Spring
20200005,2020,Spring
20200006,2020,Spring
20200007,2020,Spring
20200008,2020,Summer
20200009,2020,Summer
20200010,2020,Summer
20200011,2020,Summer
20200012,2020,Summer
20200013,2020,Summer
20200014,2020,Summer
20200015,2020,Summer
20200016,2020,Summer
20200017,2020,Summer
20200018,2020,Summer
20200019,2020,Summer
20200020,2020,Summer
20200021,2020,Summer
20200022,2020,Autumn
20200023,2020,Autumn
20200024,2020,Autumn
20200025,2020,Autumn
20200026,2020,Autumn
20200027,2020,Autumn
20200028,2020,Autumn
20200029,2020,Autumn
20200030,2020,Autumn
20200031,2020,Autumn
20200032,2020,Autumn
20200033,2020,Autumn
20200034,2020,Autumn
20200035,2020,Autumn
20200036,2020,Autumn
20200037,2020,Autumn
20200038,2020,Autumn
20200039,2020,Autumn
20200040,2020,Autumn
20200041,2020,Autumn
20200042,2020,Autumn
20200043,2020,Autumn
20200044,2020,Autumn
